instruction,output
How should I disclose documents and things to the Tribunal as an exhibit?,You must disclose the documents and things you want the Tribunal to receive as an exhibit to the other party(ies) 10 days before the hearing.
When should expert reports and witness statements be disclosed?,Expert reports and witness statements must be disclosed in accordance with the Rules of Practice.
Can the Tribunal receive documents as exhibits without the need to call a witness?,"Yes, the parties can agree that the Tribunal will receive documents as exhibits without the need to call a witness to prove the document."
How can I increase the value of a photograph or video as evidence?,"Details of the date and time of a photograph or video, light sources, etc., may increase their value as evidence."
How should I prepare my documents for presenting my case at the Tribunal?,Collect all the documents and things that you and your witnesses will use to present your case. Number the documents consecutively and make your disclosure as soon as you put your documents together. Respect the 10-day disclosure requirement in the Tribunal’s Rules of Practice.
How should I prepare for a hearing at the Landlord Tenant Board?,"Make sure to have all your evidence ready at the start of the hearing. Keep copies of documents you have provided to the other parties. Refer to the Disclosure Information Sheet for important information about providing copies of your documents before the hearing. Also, refer to the Calling Evidence Information Sheet for guidance on presenting your documents and calling witnesses."
What information does the Tribunal have about driver's licences until an appeal is filed?,"The Tribunal does not have information about any driver’s licence until an appeal is filed. Once an appeal is filed, the Tribunal will have the same information as the person filing the appeal."
"How to appeal a director's order under the Accessibility for Ontarians with Disabilities Act, 2005?","You have 15 days after the order is made to appeal a director’s order made under section 21, 25 or subsection 33(8) of the Accessibility for Ontarians with Disabilities Act, 2005. You can ask the ADO for a review of a director’s order made under section 21 or 33(8) of the Act. If you do request a review, the LAT will not schedule a hearing until the review has been completed. If you do not request a review, the LAT will schedule a hearing once the 30 day period in which you can request a review is over. Your hearing will be a written hearing unless you or the ADO satisfies the LAT that there is a good reason for the LAT to hear oral submissions."
How to file an appeal for a motor vehicle impoundment with the Tribunal?,"To file an appeal for a motor vehicle impoundment with the Tribunal, ensure that at least one of the four grounds of appeal is proven for the appeal to succeed. The appeal must be received by the Tribunal, with the filing fee, no more than 15 days after the vehicle was impounded. For impoundments of commercial vehicles or trailers, 15, 30, or 60 days in length, the appeal can be made on the grounds stated in section 50.3(1) of the Highway Traffic Act."
Why do I have to make disclosure as a tenant?,"You are required to make disclosure to avoid being taken by surprise at a hearing and to encourage settlement. By sharing documents, you can review the landlord's documents before the hearing begins and prepare a response. This is in accordance with the Tribunal’s Rules of Practice."
How do I make disclosure?,"Make a copy of the documents and things, number them consecutively, and send them to the other party. If you have less than 30 pages, you may fax them."
When do I have to make disclosure to the other party or parties?,"You must make disclosure to the other party or parties no later than 10 days before the hearing. For certain Highway Traffic Act cases, such as medical suspensions and downgrades appeals, administrative driver licence suspension appeals, and vehicle impoundment cases, you should send your Notice of Appeal, documents, and things to the Tribunal and to the other party all at the same time."
Do I have to bring all my documents to the pre-hearing?,"Yes, it is recommended to bring all available and important documents to the pre-hearing. This includes invoices, photographs, and any expert reports. Having these documents will help the Tribunal conduct a more effective pre-hearing and may facilitate discussions about settlement."
Do I have to bring my own documents to the hearing?,"Yes, if it is an oral (in person) hearing, you should bring your own documents and an extra set(s) to use as exhibits and for the Tribunal to read. If it is an electronic (teleconference) hearing, send copies of your documents to the Tribunal 10 days before the hearing."
What should I do with the evidence the other party discloses to me?,"Read the documents and things and relate them to your own documents. Decide if there are other documents that you have or can get from others that may help the Tribunal decide in your favour. For example, if the other party produces a photograph, and you do not think it is a fair representation, get your own photograph of the same item. Remember to bring all the documents and things disclosed by the other party to the pre-hearing and hearing."
What are some examples of motions?,"Some examples of motions include granting an extension of time to file an appeal, granting a stay of the order or decision being appealed, removing a previously granted stay by the Tribunal, and dismissing the appeal if a party believes the Tribunal does not have jurisdiction to hear the appeal."
How to serve a Notice of Motion on the other parties?,"A copy of the Notice of Motion must be served on the other parties by the party making the motion. After serving the notice, the person making the motion must complete a Certificate of Service and file it with the Tribunal to inform them about how and when the Notice of Motion was served on any other parties."
What should I expect at a motion hearing?,"At a motion hearing, one Tribunal member will hear the motion. The person bringing the motion will make a presentation explaining why they want the order. Then, the other party will present their position, and the person bringing the motion will have a chance to reply. The Tribunal member may ask questions at any time during the motion."
When does the Tribunal make its decision on the motion?,"The Tribunal will make its decision after the motion hearing has concluded, and send a written decision to the parties. If the motion was heard as part of a hearing or pre-hearing, the Tribunal will include the outcome of the motion in a written order sent to the parties."
How do I present my case?,"You can present your case by providing evidence such as photos, documents, and witness statements to support your claims. Clearly explain your side of the story and be prepared to answer any questions the adjudicator may have."
How do I present my case?,"Start with an opening statement summarizing your appeal and its grounds. Present your evidence, which can be witnesses, documents, or things. Ensure to present your documents as you call your witnesses. Be prepared for cross-examination of your witnesses and have the right to re-examine them. Finally, make a closing statement to summarize how the evidence supports your appeal and the decision you want the Tribunal to make."
Why are documents and things marked as exhibits?,"Documents and things are marked as exhibits to help the Tribunal and the parties keep track of the evidence and avoid confusion. It also creates a record of what the Tribunal considered at the hearing. If a document or thing is not accepted by the Tribunal as evidence, then it will not be marked as an exhibit, and the Tribunal will not use it in deciding your appeal."
"How does the Tribunal use the information from evidence, such as witnesses, documents and things?","The Tribunal uses the evidence to make its decision about your appeal. It considers the evidence from all parties and then decides if it is more likely than not that the event happened or that the fact is true. If you are making a claim against a compensation fund, you need to bring information on the damages you have suffered, such as invoices, estimates, cancelled cheques, etc., that show how much you have lost."
Can I appeal to the Licence Appeal Tribunal for my suspended driver's licence?,"Yes, if your licence is suspended under section 47(1) of the Act or suspended under section 32(5)(b)(i), and you have received a letter from the Ministry stating that you have the right to appeal the Ministry’s decision to the Tribunal, then you can appeal to the Licence Appeal Tribunal."
How can I find out why my driver's licence was suspended or downgraded?,You can call the Ministry's Driver Control Section at 416-235-1086 or 1-800-303-4993 (inside Ontario only) to inquire about the reason for the suspension or downgrade.
What does the Ministry of Transportation’s Medical Review Section do?,The Ministry of Transportation’s Medical Review Section evaluates drivers' medical fitness to operate a motor vehicle based on basic medical standards and information from the Medical Advisory Committee and the Canadian Council of Motor Transport Administrators.
What must I show to win my appeal?,"To win your appeal, you should present reports from doctors or medical professionals to support your case. The Ministry is required to prove that your license should remain suspended or downgraded, so you may need to argue against the medical report in their files by filing a medical report that makes different findings."
What must I show to win my appeal?,"To win your appeal, you must demonstrate that you have a mental, emotional, nervous, or physical condition or disability, or an addiction to alcohol or drugs. Additionally, you need to show that this condition or addiction is likely to significantly interfere with your ability to drive safely. Your evidence should focus on how the reported condition, disability, or addiction affects your ability to drive a motor vehicle safely, as this is the legal test for your appeal."
What must I show to win my appeal?,"To win your appeal, you must show that the vehicle was stolen at the time of impoundment, the driver's license was not under a Criminal Code suspension, you showed due diligence to find out about the driver's license status, and that the loss of the vehicle will cause exceptional hardship as defined in regulations."
What must I show to win my appeal?,"To win your appeal, you must present evidence to the Tribunal that proves one or more of the four grounds on 'a balance of probabilities.' This means that you need to satisfy the Tribunal member that it is more likely than not that the facts you presented are true and that you have proven your case. Evidence can be provided through documents sent with your appeal, before the hearing, or through your oral testimony as a witness at the Tribunal hearing."
"When will my hearing take place, and when do I have to provide the Ministry with the medical reports?","Your hearing will be scheduled to take place no later than 30 days after the Tribunal receives your complete appeal, unless you request a later date. The Tribunal's Notice of Appeal for a suspension and Notice of Appeal for a downgrade will outline what is needed for your appeal to be considered complete. You will need to provide the Ministry with the medical reports as per the Tribunal's instructions."
When do I have to provide the Ministry with the medical reports for my hearing?,You are required to send all the medical reports you intend to use for your appeal to the Ministry of Transportation at least 20 days before the hearing.
"When will my hearing take place, and when do I have to provide the Ministry with the medical reports?","Your hearing will take place unless the Ministry of Transportation reinstates your license before the hearing. If you want to provide new medical reports to support your appeal, you should do so before the hearing to avoid cancellation and loss of the appeal filing fee."
What can the Tribunal do if I win my appeal of a medical suspension or downgrade?,"If you win your appeal, the Tribunal can order the Ministry of Transportation to set aside the suspension or downgrade of your driver’s licence. However, the Tribunal cannot order the Ministry to do anything else, and does not have the authority to investigate doctors."
How can I access the medical evidence the Registrar has relied on for my appeal?,"You can access the Tribunal’s decisions published on the CanLII website, which can provide information about the medical evidence the Registrar has relied on in other appeals."
What should be included in the doctor's report for a section 48.3 (alcohol only) suspension appeal?,The doctor's report must clearly state the link between the driver's medical condition and their failure or refusal to comply with the demand when it was made. It should also include any relevant test results.
What should I do if the Registrar’s evidence is not accurate?,You can challenge the accuracy of the Registrar’s evidence by providing your own evidence and presenting it during the hearing. Make sure to gather any relevant documents or witnesses to support your challenge.
How to present evidence from a doctor in an appeal related to a driver's license suspension?,"In a section 48.3 (alcohol only) suspension, the doctor’s report must clearly state the link between the driver’s medical condition and their failure or refusal to comply with the demand. For a section 48.3.1 (drug or a combination of drug and alcohol) suspension, the report should explain the link between the driver’s medical condition and their performance during the evaluation. It's important to include any relevant test results in the report. Additionally, for appeals based on someone other than the driver refusing or failing to comply with a demand, drivers should refer to the Tribunal’s Information Sheet – Calling Evidence for guidance."
"Who can appeal a decision related to a licence refusal, revocation, or imposition of conditions?",Any individual or organization directly affected by the decision can appeal to the Licence Appeal Tribunal within the specified time frame. It's important to review the specific requirements and deadlines for filing an appeal based on the type of decision made.
How can I request an alternate director's review of a director's order?,You can request an alternate director's review of the order by submitting a written request within 30 days after the order was made. The review will be performed by a director of the ADO other than the one who issued the original order.
What happens if an ADO review is requested while I have an appeal pending?,"If an ADO review has been requested, the Tribunal will not schedule a hearing of your appeal until the alternate director issues the results of their review. If a Varied Order is issued, that order will become the subject of your appeal before the Tribunal without requiring any additional filing fee for a new appeal. If the original order is withdrawn by the reviewing director, your appeal will no longer be needed, and the Tribunal file will be closed."
How to request an oral hearing instead of a written format?,You can request an oral hearing by satisfying the Tribunal that there is good reason to hear oral submissions. You would need to provide a valid reason for why an oral hearing would be necessary in your case.
How to file an appeal with the LAT?,"To file an appeal with the LAT, fill out the 'Notice of Appeal – Registration, Certificate, Licence, Claim Denial, Order' form and submit it to the Tribunal, along with a copy of the order you are appealing and the filing fee."
Can I appeal the impoundment to the Licence Appeal Tribunal?,"Yes, you can appeal the impoundment to the Licence Appeal Tribunal if your vehicle was impounded by the police for 45, 90, or 180 days because it was being driven by someone whose driver’s licence was suspended for a Criminal Code conviction. You must ensure that the Tribunal receives your appeal and the filing fee within 15 days of the impoundment date. If the appeal is received outside the 15-day period, you will also need to send a Notice of Motion to extend the time allowed to file an appeal, which is available on the Tribunal’s website."
What evidence is relevant if I am trying to prove that my vehicle was stolen?,"You can provide evidence such as a report to the police, any police charges against the person who took your vehicle without consent, details of any efforts to stop or discourage the person from driving your vehicle, and any other information showing that the person knew or should have known they were taking the vehicle without your consent."
What evidence is relevant if I am trying to prove that the driver’s licence of the driver was not under suspension?,"You can gather evidence such as a copy of the driver's licence, any communication with the driver regarding their licence status, and any official documentation from the relevant authorities showing that the licence was not under suspension at the time."
What evidence is relevant to prove due diligence in finding out if the driver had a valid driver's license?,"You can provide evidence such as records of communication with the driver, requests for proof of a valid driver's license, and any documentation showing your efforts to verify the driver's license status."
What evidence is relevant if I am trying to prove that the impoundment of my vehicle will cause exceptional hardship?,"To prove exceptional hardship, you must demonstrate that you do not have an alternative to the impounded vehicle and that you have explored all reasonable options to carry on your daily activities without it. Relevant evidence may include documentation showing your efforts to find alternative transportation, such as public transit schedules, carpooling arrangements, or evidence of medical or caregiving needs that require the use of the impounded vehicle."
What evidence is relevant if I am trying to prove that the impoundment of my vehicle will cause exceptional hardship?,"You can gather evidence of your efforts to find alternative ways to travel, such as documenting attempts to use public transportation, borrowing or renting vehicles, or finding ways to live without a vehicle. This evidence can support your case for exceptional hardship caused by the impoundment."
"What evidence, other than the availability of alternatives to my vehicle, is relevant if I am trying to prove exceptional hardship due to impoundment?","In addition to proving the unavailability of alternatives to the impounded vehicle, you can also provide evidence of how the impoundment has resulted in exceptional hardship. This can include demonstrating that the impoundment will result in a threat to the health and safety of a person normally transported in the vehicle, such as important medical treatments being missed, or that it will create a threat to the health and safety of the environment or property of the community."
What evidence is relevant if I am trying to appeal a vehicle impoundment?,"You can present evidence of immediate, significant, and lasting loss such as financial or economic loss, loss of employment, education, or training, or the loss of an opportunity for employment, education, or training. Inconvenience caused by the impoundment cannot be considered by the Tribunal."
How to appeal a Licence Appeal Tribunal decision?,"You can appeal a Tribunal decision to the Divisional Court as provided by the Licence Appeal Tribunal Act, 1999. For specific matters related to the Highway Traffic Act, appeals can be made to the Superior Court of Justice of Ontario."
How to appeal a Licence Appeal Tribunal decision?,"To appeal a Licence Appeal Tribunal decision, you must file the appeal within 30 days of the date the Tribunal issues its decision. You will need to complete a Notice of Appeal to start your appeal to the Divisional Court or the Superior Court of Justice. Make sure to comply with the applicable rules and requirements of the Court when filing your appeal, including using the correct forms, meeting time-limits, and serving the documents to the other parties."
How to appeal a Licence Appeal Tribunal decision?,"You can find forms and information for your appeal on the website of the Ministry of the Attorney General. For general telephone inquiries, you can call the Ministry of the Attorney General at: Tel: (416) 326-4263. Additionally, you can find information regarding the Superior Court and the Divisional Court, including Court addresses, on the Superior Court’s website."
How to submit an application under s. 11(4) of the LLCA?,"To submit an application under s. 11(4) of the LLCA, complete the Tribunal’s Application for Removal of Conditions from a Liquor Licence form, serve it on the Registrar under the Alcohol and Gaming Commission of Ontario Act, 2019 (the Registrar) and file it with the Tribunal along with the filing fee and any other documents that you wish the Tribunal to consider in making its decision."
What qualifies as a change in circumstances for removing a condition under s. 11(4) of the LLCA?,"A change in circumstances can vary depending on the specific situation. Some examples of changes in circumstances that may justify removing a condition include changes in income, employment status, health, or family composition. It's important to provide documentation and evidence to support the change in circumstances when requesting the removal of a condition."
What evidence can I provide to show a change in circumstances to the Landlord Tenant Board?,"You can provide evidence such as letters of support from residents, proof of compliance with legal requirements, proof of business model or practices changes, and evidence that the concerns from residents have been addressed or no longer exist."
How can I negotiate with the Registrar to remove a condition from my license?,"At the case conference, you can work with a member of the Tribunal to attempt to reach an agreement with the Registrar about whether the conditions should be removed. If the Registrar consents or does not take a position, the Tribunal still must be satisfied that there is a change in circumstances in order to remove the condition. In some cases, you and the Registrar may agree to replace a condition with a different one. However, please note that the Tribunal does not have the power to impose new conditions on an application to remove liquor licence conditions. If you wish to impose new conditions, you may agree to do so with the Registrar on your own."
What should I do if the Tribunal does not remove the condition?,"If the Tribunal does not remove the condition, you may request a hearing by completing a Notice of Appeal form specific to your case, serving it on the Registrar, and filing a copy with the Tribunal within fifteen (15) days of receiving the Registrar’s proposal."
"What is the purpose of the New Home Construction Licensing Act, 2017?","The purpose of the NHCLA is to establish a regulatory scheme for builders and vendors of new homes in Ontario, with the Home Construction Regulatory Authority responsible for regulating and making decisions about licensing and enforcement."
What can the Licence Appeal Tribunal do in terms of making orders?,"The Licence Appeal Tribunal can direct the Registrar to carry out proposed actions, substitute its opinion for that of the Registrar, attach conditions to its order or to a license, issue orders to proceed with proposed Compliance Orders or refrain from making Compliance Orders, and confirm, revoke, or vary an assessor's order, while also attaching conditions to its own order."
What is the role of the Director of Towing and Vehicle Storage Standards?,The Director of Towing and Vehicle Storage Standards is the authority under the TSSEA with the responsibility of overseeing the Act.
How can I contact the Home Construction Regulatory Authority?,You can contact the Home Construction Regulatory Authority by emailing info@hcraontario.ca or calling (416) 487-HCRA (4272) or the toll-free number 1-800-582-7994.
How to address harassment related to one or more of the Human Rights Code grounds?,You can address harassment related to the Human Rights Code grounds by documenting the incidents and filing a complaint with the Human Rights Tribunal of Ontario. You may also consider seeking legal advice to understand your rights and options for addressing the harassment.
How to file a human rights complaint against my landlord?,"If you believe your landlord has discriminated against you based on the Human Rights Code, you can file a complaint with the Human Rights Tribunal of Ontario. You will need to complete a form and provide details of the alleged discrimination. The tribunal will then investigate the matter."
What are the changes in the revised Form 1 and the new Form 1G?,The changes in the revised Form 1 include..... The new Form 1G now requires.....
How do I file an individual application with the Human Rights Tribunal of Ontario?,"You can file an individual application with the Human Rights Tribunal of Ontario by using the revised Form 1: Individual Application. Make sure to use the updated form, which is shorter in length, uses plain language, and minimizes redundancy by requesting less, more relevant information. The HRTO will continue to accept and process the older version of Form 1 until June 12, 2023. After June 12, the HRTO will no longer accept the previous version of the Form 1."
How can I track the performance of the Human Rights Tribunal of Ontario (HRTO)?,"You can track the performance of the HRTO by monitoring the volume of in-person, electronic, and written hearing events held at the HRTO, the number of eligible accommodation requests granted, and the percentage of hearings and mediations scheduled within specific timeframes as per the new Key Performance Indicators (KPIs) implemented by Tribunals Ontario."
How to respond to the HRTO's offer for mediation?,"You should inform the HRTO if you consent to mediation, in writing, within 30 days from the date of the letter. If you do not respond by the deadline, the HRTO will reach out to you a second time requesting a response. Failing to respond may lead the HRTO to consider the application as abandoned."
How do I serve a Form 1 Application on my landlord?,"You can serve the Form 1 Application directly to your landlord. Upon receiving the Form 1 Application, an adjudicator will complete a jurisdictional review followed by an outline of next steps for both parties."
How can I find information about the new KPIs and targets for the HRTO?,You can visit the HRTO website or contact their office directly to request information about the new KPIs and targets.
How can I find out the percentage of hearings scheduled within 180 calendar days from the date the application is ready to proceed to a hearing?,You can find this information in the annual report of the Human Rights Tribunal of Ontario (HRTO). The report includes the percentage of hearings scheduled within 180 calendar days as part of their performance targets.
How can I provide input to help align KPIs and improve service delivery?,"You can provide input to help align KPIs and improve service delivery by participating in virtual sessions or meeting with the organization one-on-one. Additionally, you may receive a letter offering the opportunity to resolve your dispute through mediation, which can be a way to reach an agreement to resolve the issues in your application."
How can I participate in mediation with the HRTO?,You can participate in mediation by responding to the letter sent by the HRTO and expressing your willingness to engage in the mediation process. This can be a valuable opportunity to try to reach a settlement and resolve the issues in your application.
What happens if my submitted application is not complete?,"If your application is not complete, the HRTO may return it to you and you will have 20 days to fill in the missing information. The HRTO cannot provide legal advice but can give information about possible places to get help."
Will I have a chance to reply to the respondent’s information?,"Yes, you will have the opportunity to reply to any new matters raised in the respondent's information. If there are new facts presented that you disagree with, you should file a reply explaining why. This is in accordance with Rule 9 of the Rules of Procedure."
Can the Ontario Human Rights Commission get a copy of my application?,"Yes, the Ontario Human Rights Commission has the right to be informed of applications before the HRTO and receives copies of all applications and responses."
Can I file an application if the same issues have been dealt with through another proceeding?,"You can file an application, but the HRTO may dismiss all or part of it if they find that another proceeding has appropriately dealt with the same issues. This is to avoid duplication of proceedings or re-opening issues that have already been addressed. However, the HRTO will give both the applicant and respondent a chance to provide input before making a decision."
Will my name be kept confidential if I file a human rights application?,"In most cases, the hearings and decisions of the HRTO are public, and the tribunal's decisions, including the applicants' names and relevant evidence, are made publicly available through legal reporting services like CanLII. However, in cases involving children or young people under 18, the HRTO replaces the applicant's and the minor's name with initials to maintain confidentiality. Additionally, the HRTO may anonymize a name in other situations upon request. For more information about anonymization, you can refer to the Practice Direction on Anonymization of HRTO Decisions."
Where can I get legal assistance with filing my application?,"You can contact the Human Rights Legal Support Centre (HRLSC) for legal advice and assistance. They provide support to people across Ontario who have experienced discrimination contrary to the Human Rights Code. The HRLSC can assist you at any stage of the process, including providing free representation at hearings or mediations. They also offer culturally sensitive Indigenous legal support and accommodations for persons with disabilities."
How do I know if the discrimination or harassment I experienced falls under the Human Rights Code?,"You can determine if the discrimination or harassment falls under the Human Rights Code by checking if it relates to a protected ground set in the Code, such as race, disability, sex, etc. If it does, you can file an application with HRTO."
What are the definitions of certain terms used in the Landlord Tenant Board rules?,The definitions of certain terms used in the Landlord Tenant Board rules can be found in Rule A2 of the document.
How to request an order during proceedings?,You can make a request for an order during proceedings by following Rule 19: Request for an order during proceedings as outlined in the Tribunal's rules.
How to file a complaint with the Human Rights Tribunal of Ontario?,"To file a complaint with the Human Rights Tribunal of Ontario, you can follow the specific rules outlined in Part II of the HRTO Rules. You can also refer to the rules and procedures of the Human Rights Tribunal for more specific guidance."
How to request accommodation for Human Rights Code-related needs from the tribunal?,You are entitled to accommodation of Human Rights Code-related needs by the tribunal. You should notify the tribunal as soon as possible if accommodation is required.
What should I do if I want to change my representative during the tribunal process?,"You must immediately advise the tribunal and the other parties in writing, and provide up-to-date contact information for the party and any new representative. The tribunal may issue directions to ensure fairness to all parties and to prevent undue delay of proceedings."
How to appoint a litigation guardian for a minor under the age of 18?,"To appoint a litigation guardian for a minor under the age of 18, you need to file a signed declaration in the form designated by the tribunal. This declaration should confirm the litigation guardian's consent to serve in this role, the minor's date of birth, the nature of the relationship to the minor, and other specific details as outlined in Rule A10.3."
How can I act as a litigation guardian for a party in a proceeding?,"You need to file a complete declaration as required by Rule A10.5 and ensure that you meet the criteria such as having no conflicting interests, being at least 18 years of age, and understanding the nature of the proceeding. Upon filing the declaration and unless refused or removed by the Tribunal, you may act as the litigation guardian for the party."
How to file a complaint with the Human Rights Tribunal of Ontario?,"To file a complaint with the Human Rights Tribunal of Ontario, you can start by completing the appropriate form as described in the List of Forms at the end of the Rules. Ensure that you follow the specific rules and procedures outlined in the Ontario Human Rights Code and any Practice Directions issued by the Chair of the Tribunal."
What are the specific Rules of Procedure for the Human Rights Tribunal of Ontario and the Social Justice Tribunals Ontario Common Rules?,The specific Rules of Procedure for the Human Rights Tribunal of Ontario and the Social Justice Tribunals Ontario Common Rules are outlined in the document 'Directions/HRTO Rules of Procedure.html'. You can refer to this document for detailed information on the rules and procedures.
How to communicate with the Tribunal and other parties?,"You are entitled to communicate with the Tribunal in either English or French. All written communications with the Tribunal, including e-mail correspondence, must be addressed to the Registrar, with a copy delivered to all other parties."
How to file a document with the Tribunal?,"When filing any document with the Tribunal, except for documents filed with an Application (Form 1), a Response (Form 2) or a Reply (Form 3), you must include the following information: name of the Applicant and Respondent in the Application; name of the person filing the document and, if applicable, his/her representative's name; mailing address, telephone number and, if available, e-mail address and facsimile number of the person filing the document or his/her representative; and Application file number, if available. Documents may be filed with the Tribunal by facsimile transmission (fax) to the Tribunal's fax number; hand delivery, courier, or regular, registered or certified mail to the Human Rights Tribunal of Ontario at its mailing address; e-mail - HRTO.Registrar@ontario.ca, with attachments not greater than 10mb in one e-mail; as directed by the Tribunal."
How can I verify delivery of a document to the Tribunal or other parties?,"You must file a Statement of Delivery in Form 23 with the Tribunal or confirm delivery to the other parties on the cover letter or e-mail. The Statement of Delivery must be filed with the document when the document is filed with the Tribunal, or no later than two days after the deemed date of delivery if the document is not being filed with the Tribunal."
What happens if I fail to attend a hearing scheduled by the Tribunal?,"If you have been notified of a hearing and fail to attend, the Tribunal may proceed in your absence and determine that you are not entitled to further participation in the proceeding."
How to intervene in a proceeding as an affected person?,You may file a Request to Intervene under Rule 11 within 35 days of delivery of the Application or the Response.
How to file an Application under sections 34(1) or 34(5) of the Code?,"You must file the Application in Form 1, including related supplemental forms and Form 4A, 4B or 27 if applicable. The complete Application should provide all requested information and set out all the facts forming the substance of the allegations of discrimination."
How to resubmit an incomplete application to the Landlord Tenant Board?,"To resubmit an incomplete application, you can provide an explanation for the incompleteness and ensure it is re-submitted not later than 20 days after the date that the application was sent back. Make sure to complete all necessary sections to avoid the application being closed as not accepted."
How to respond to an Application under sections 34(1) or 34(5) of the Code?,"To respond to an Application under ss. 34(1) or 34(5) of the Code, a Respondent must file a complete Response in Form 2 not later than 35 days after a copy of the Application was sent to the Respondent by the Tribunal. The Response must provide the information requested in each section of the Form 2, respond to each allegation set out in the Application, and include any additional facts and allegations on which the Respondent relies."
What should I do if my landlord files a Response to my Application with the Landlord Tenant Board?,"If your landlord files a Response, make sure it is complete. If it is not complete, it may be sent back to your landlord with an explanation of how it is incomplete. Your landlord can then re-submit the Response no later than 20 days after it was sent back."
How do I reply to a Response to my Application?,You must deliver a copy of the Reply to the other parties and any trade union or occupational or professional organization and other person or organization identified as an affected person in the Application or Response and file it with the Tribunal not later than 21 days after the Response was sent to the Applicant.
How to request to intervene in a proceeding as a person or organization other than the Commission?,"You must make a request in Form 5, Request to Intervene, and deliver it to all parties and any affected persons or organizations identified in the Application or the Response. The request must include an answer to each question in Form 5, describe the issue(s) you want to address, explain your interest and expertise in the issue(s), state your position on the issues raised in the Application and the Response, and set out all the material facts upon which you will rely."
How do I respond to a Commission Request to Intervene?,"You must respond in Form 11, Response to Request, and file it with the Tribunal no later than 21 days after the Request to Intervene was delivered. Additionally, a copy of the response must be delivered to the Commission, all other parties, any identified affected person, and filed with the Tribunal."
How to respond to a Commission Application under section 35 of the Code?,"You must deliver a completed Response to Commission Application in Form 8 to the Commission and any other party or identified affected person named in the Commission Application, and file the Response with the Tribunal, not later than 60 days after delivery of the Form 7. The response must include a statement setting out your position on each of the issues and material facts set out in the Commission Application, all the material facts upon which you intend to rely, and a response to the remedies requested by the Commission."
What happens if the Tribunal decides that my application is outside of its jurisdiction?,"If the Tribunal decides that your application is outside of its jurisdiction, it will issue a Notice of Intention to Dismiss the Application. This notice will be sent to you, setting out the reasons for the intended dismissal and requiring you to file written submissions within 30 days."
How to request the Tribunal to proceed with an Application which has been deferred?,"To request the Tribunal to proceed with a deferred Application, you must make a request in accordance with Rule 19. If the Application was deferred pending the outcome of another legal proceeding, your request to proceed must be filed no later than 60 days after the conclusion of the other proceeding. You must also include a copy of the decision or order in the other proceeding, if any."
What should I do if I want to request mediation-adjudication?,"If you want to request mediation-adjudication, you and the other party must sign a mediation-adjudication agreement before the mediation commences."
How do I present a witness to the Tribunal?,"You must include the name of every witness, along with a brief statement summarizing each witness' expected evidence in the witness list. If you have an expert witness, you need to accompany the witness list with a copy of their written report, or a full summary of proposed evidence, and curriculum vitae. Make sure to deliver and file the witness list in accordance with the rules to avoid any issues during the proceedings."
How to request an urgent basis for a Request for Order?,"To request an urgent basis for a Request for Order, you must provide supporting reasons in the Form 10 when submitting your request. The Tribunal will consider these reasons to determine if the matter should be dealt with on an urgent basis."
How to request a summary hearing to dismiss an application?,"You can request a summary hearing to dismiss an application by delivering a Request for Summary Hearing (Form 26) to the other parties and filing it with the Tribunal. The request should include full argument in support of the dismissal. Additionally, you should deliver a copy of the Practice Direction: Summary Hearing Requests to the other parties."
How to request an expedited resolution of my issues with the landlord?,"You can request an expedited resolution by filing a Request to Expedite an Application in Form 14 with the Tribunal. This request must include a detailed description of the requested changes to the Tribunal's normal process, including timelines, and one or more declarations signed by persons with direct first-hand knowledge detailing all the facts upon which the request is based."
How to request an expedited process for my application?,"You can request an expedited process for your application by submitting a request in Form 14, Request to Expedite an Application, to the Tribunal. In the request, you should provide evidence and submissions explaining the urgent circumstances that may affect the fair resolution of the application, the harm that would result if the request is denied, and why your application should be given priority for Tribunal resources over other matters."
How do I file a response to a request for interim remedy?,"You must file your response in Form 17, Response to Request for Interim Remedy, not later than seven days after the request was sent. The Form 17 must be delivered to the other parties and any affected persons identified in the Application and filed with the Tribunal not later than seven days after the request was sent or as the Tribunal directs."
How to request reconsideration of a final decision of the Tribunal?,"You may request reconsideration of a final decision of the Tribunal within 30 days from the date of the decision by filling out Form 20 and delivering it to all parties and filing it with the Tribunal. The request must include reasons for the request, submissions in support of the request, and the remedy or relief sought."
How to apply for a Request for Reconsideration with the Tribunal?,"To apply for a Request for Reconsideration, you need to submit a written request to the Tribunal. The Tribunal will then provide an opportunity for the parties to make submissions. The determination of the Request for Reconsideration will be conducted by written submissions unless the Tribunal decides otherwise."
How to request a stated case for the opinion of the Divisional Court?,"To request a stated case for the opinion of the Divisional Court, you need to include a statement setting out the reasons why the decision or order is not consistent with the Commission-approved policy. Additionally, you should state why the application relates to a question of law and why it would be appropriate for the Tribunal to state a case for the opinion of the Divisional Court on the question of law."
How to request a summary hearing?,"You can submit a Request for Summary Hearing form, which can be found on the Tribunals Ontario website. Make sure to follow the specific instructions and include all relevant details and documentation."
What kind of basis do I need to provide for a matter to fall within the HRTO’s jurisdiction?,You need to provide some factual basis beyond a bald assertion linking your ground(s) to action(s) taken by the respondent and provide an explanation as to why you think that these actions were discriminatory. It is not enough that the treatment you received was unfair.
How can I file a discrimination complaint with the Human Rights Tribunal of Ontario?,"You need to provide specific details linking the unfair treatment to one of the protected grounds set in the Code, such as race, disability, sex, etc. Explain why you believe the negative treatment was because of these enumerated grounds."
